auction_date,auction_location,auction_name,auction_url,title,url,currency,low_estimate,high_estimate,realised_price,description,Brand,Reference,Year,Case No.,Diameter,Weight,Caliber,Signature,Movement No.,Bracelet,Model,Buckle,Dimensions,Accessories,Thickness,Material,Height,Width,Length
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Franck Muller.  Ref. 1100 DS R, Long Island, Yellow gold",/en/lots/franck-muller-ref-1100-ds-r-long-island-lot-347-145?page=8,EUR,"8,500","12,000",,Fine 18k yellow gold rectangular curved with black dial and bi-retrograde second.,"Franck Muller, Geneva",1100 DS R,2000,54,,"108,28 gr. (approx.)",,"Case, dial and movement",caliber 2800GR,"Leather, with 18k yellow gold buckle",Long Island,,32x 45 mm.,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Franck Muller.  Ref. 902 QZ D, Long Island, White gold and diamonds set",/en/lots/franck-muller-ref-902-qz-d-long-island-lot-347-146?page=8,EUR,"4,000","8,000","5,460","Very fine quartz wristwatch, rectangular and curved, water resistant in 18K white gold and set with diamonds. Bezel set with 126 round diamonds, straight lugs set with 12 round diamonds, case back engraved with 4 screws, sapphire crystal. Glossy pink guilloche dial with oversized Arabic numerals painted in black. Blued steel double spade hands.","Franck Muller, Geneva",902 QZ D,2010,967,,"50,7 gr. (approx.)","Quartz, ETA 956032","Case, dial and movement",,Leather strap with 18K white gold Franck Muller buckle set with 8 round diamonds,Long Island,,23x30 mm.,"Guarantee Post-revision, Leather Pouch Franck Muller",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Dewitt.  Ref. Ac.2041.37.M50, Acadamia Triple Complication, Limited Editition, Titanium",/en/lots/dewitt-ref-ac-2041-37-m50-acadamia-triple-complication-lot-347-147?page=8,EUR,"5,200","6,200","6,110","Rare and limited titanium, self-winding wristwatch with two time zone, day and night indication and date, sapphire case back. Limited edition of 250 pieces.",Dewitt,AC.2041.37.M50,2000,,44 mm.,,2893-1,"Case, dial and movement",,rubber strap with deployant clasp signed,Acadamia triple complication,,,"Original box (including travel box), guarantee (blank) and instruction sheet",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Alain Silberstein.  Ref. LWO 5100, L.E 174/250, Architecte Horloger, Krono Bauhaus, Steel, Limited edition N°174/250",/en/lots/alain-silberstein-ref-lwo-5100-krono-bauhaus-lot-347-148?page=8,EUR,"3,000","5,000","3,900","Fine, self-winding, water-resistant to 50m, stainless steel wristwatch with geometrical button chronograph, register, day and leather strap covering the case. Made in France in a limited edition of 250 pieces. Transparent screwed down steel case back, triangular red winding-crown, yellow round upper chronograph button and green square lower button, sapphire crystals anti-reflective on both sides.","Alain Silberstein, Besancon (France)",LWO 5100,2000,1741250,41 mm.,96 gr. (approx.),5100,"Case, dial and movement",,,Krono Bauhaus,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Breguet.  Ref. 8918, Reine de Naples, White gold and diamonds set",/en/lots/breguet-ref-8918-reine-de-naples-lot-347-149?page=8,EUR,"18,000","25,000",,Fine and rare lady’s 18k white gold and diamond set egg-shaped self winding wristwatch with mother of pearl dial and subsidiary second at 6. With original papers.,"Breguet, Paris",8918,2006,4711W,,"74,76 gr. (approx.)",,"Case, dial and movement","0021459, Caliber 537/1",Leather with 18k white gold deployant clasp - length 170 mm,Reine de Naples,,29 x 37 mm.,Original certificate of origin and warranty and an additional bracelet,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Patek Philippe.  Ref. 4910/010, Twenty-Four, Diamond and steel",/en/lots/patek-philippe-ref-4910-010-twenty-four-lot-347-150?page=8,EUR,"5,000","7,000","6,240","Fine, water-resistant, stainless steel and diamond lady's quartz wristwatch with a stainless-steel integral bracelet with double deployant clasp.","Patek Philippe, Geneva",4910/010,2001,4083970,,83 gr. (approx.),"E15, 6 jewels, with quartz standardization.","Case, dial and movement",,"stainless-steel integral bracelet with double deployant clasp, approx. length 150 mm.",Twenty-Four,,25 x 30 mm.,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Zenith.  Ref. G.3755, El Primero, Fly-Back, Chronometre, Stainless-steel",/en/lots/zenith-ref-g-3755-el-primero-fly-back-lot-347-151?page=8,EUR,"3,000","5,000","4,420","Fine, large stainless steel, self-winding, water-resistant, wristwatch with square chronograph buttons, fly-back chronograph, registers, tachometer, moon phases, triple date. Solid polished case, stepped bezel, transparent back with 6 screws, fluted lugs, sapphire crystal. Silvered guilloche dial with steel Roman numerals on a plain reserve, guilloche subsidiary dials for the seconds at 9 o'clock, the 12 hours at 6 o'clock and the 30-minute register at 3 o'clock. Apertures for the date, the day of the week, the month, and the moon phase. Outer tachymeter graduations. Steel dauphine hands.","Zenith, Le Locle",G.3755,2000,0312404001,42 mm.,"99,6 gr. (approx.)",4001 Zenith,"Case, dial and movement",,"Leather strap, with Zenith stainless-steel double deployant clasp","El Primero, Fly-Back",,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Vacheron Constantin.  Ref. 47300, Toledo, White gold",/en/lots/vacheron-constantin-ref-47300-toledo-lot-347-152?page=8,EUR,"7,500","11,000","13,000","Very fine and large 18K white gold, cushion-shaped, self-winding, wristwatch with triple date and moon phases.","Vacheron Constantin, Geneva",47300,2005,806290/47300,,"108,07 gr. (approx.)",1125,"Case, dial and movement",974253,Leather strap with white gold buckle signed,Toledo,,43x35 mm.,Box,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Jaeger-LeCoultre.  Ref. 295.8.59, Reverso, Chronographe Retrograde, Stainless-steel",/en/lots/jaeger-lecoultre-ref-295-8-59-reverso-gran-sport-chrono-lot-347-153?page=8,EUR,"4,000","8,000","6,760","Fine, rectangular and reversible wristwatch with double-dial and center-seconds chronograph, in stainless-steel. Reeded Bezel, sapphire crystals, square button chronograph and pusher-button winding crown.Front dial: Matte silver with dart indexes and Arabic numerals on a plain outer reserve, date aperture at 6 o’clock, chronograph start/ stop indication at 7 o’clock. Luminous steel lozenge hands.Rear dial: Bicolor black and silver chronograph dial repeating the front pattern, black disc for the seconds and sub-dial for the retrograde 30-minute register. Steel luminous lozenge and arrow hands.","Jaeger-LeCoultre, Le Sentier (Vallée de Joux)",295.8.59,1999,1900892,,"137,4 gr. (approx.)",859,"Case, dial and movement",,"Stainless-steel Jaeger-LeCoultre bracelet with double deployant clasp, approx. length 150 mm.",Reverso Gran Sport Chrono,,28x29 mm.,"Box, Certificate of guarantee and booklets",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Gérald Genta.  Ref. G.3755, Biretro, Stainless-steel",/en/lots/gerald-genta-ref-g-3755-biretro-lot-347-154?page=8,EUR,"5,000","8,000","8,060","Fine and rare stainless steel self-winding wristwatch with silver dial, jumping hour, minute and date retrograde.","Gérald Genta, Geneva",G.3755,2000,101704,38 mm.,,2892/A2,"Case, dial and movement",,stainless steel with deployant clasp - length 170 mm.,Biretro,,,3 additional links,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1665, Oyster-Perpetual Date, Tiffany & Co, Sea-Dweller, Superlative Chronometer Officialy Certified, Tiffany Rail Dial, Stainless-steel",/en/lots/rolex-ref-1665-sea-dweller-lot-347-155?page=8,EUR,"40,000","60,000","49,400","Rare and beautiful stainless steel, automatic center seconds wristwatch wit date, gas escape valve, water resistant to 610m, retailed by Tiffany&co. Screw-down engraved case back and winding crown, gas escape valve to the band, black aluminum insert fitted in the revolving bi-directional bezel calibrated to 60 units. Black matte dial, with white writing so called the “Great white” and “Rail Dial”, luminous triangle, dots and baton indexes, Mercedes hands, outer minute and second divisions, aperture for date, “T Swiss T <25” line at 6 o’clock.","Rolex, Geneva",1665,1977,5721866,40 mm.,123.1 gr. (approx.),Rolex 1570,"Case, dial and movement",D212491,Stainless steel Rolex Oyster bracelet with folding clasp approx. length 150 mm.,Sea-Dweller,,,Rolex box and guarantee,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 16600, Oyster Perpetual Date, Sea-Dweller, Superlative Chronometer Officialy Certified",/en/lots/rolex-ref-16600-sea-dweller-lot-347-156?page=8,EUR,"8,000","15,000","13,000","Rare and fine diver’s stainless-steel wristwatch, self-winding, with date and automatic center seconds, water resistant to 1220m. Screw-down engraved case back and winding crown, helium escape valve to the band, black aluminum insert fitted in the revolving unidirectional bezel calibrated to 60 units. Glossy Black dial with applied white gold triangle, dots and baton indexes, Mercedes hands, outer minute and second divisions, aperture for date at 3 o’clock, “Swiss T <25” line at 6 o’clock.","Rolex, Geneva",16600,1990,E731511,41 mm.,"145,9 gr. (approx.)",Rolex 3135,"Case, dial and movement",5821731,"Stainless-steel Oyster Rolex bracelet with folding clasp, approx. length 155 mm.",Sea-Dweller,,,"Box, additional link with folding clasp, tag, steel Rolex ink, Pin, Attestation de contrôle officiel Suisse de chronomètre (COSC), Leather cardholder Rolex.",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 5512, Oyster-Perpetual, Submariner, Superlative Chronometer Officially Certified, Stainless-steel, 4 Lines",/en/lots/rolex-ref-5512-5513-submariner-lot-347-157?page=8,EUR,"20,000","40,000","24,700","Fine and rare diver’s wristwatch, water resistant to 200 m, self-winding, stainless-steel screw down case back and winding crown protected by crown guards.Bi-directional bezel with black aluminum insert, 60-minute graduated scale. Oyster case with acrylic crystal. Matte black dial with white printing.4 lines with ""660 ft 200m"" placed above ""Submariner"". Line ""swiss T<25"" at 6 o'clock.","Rolex, Geneva",5512/5513,1967,1624189,41 mm.,98 gr. (approx.),Rolex 1570,"Case, dial and movement",024066,Steel Rolex Oyster bracelet with folding clasp 190 mm. Max length,Submariner,,,Guarantee and Attestation de contrôle officiel Suisse de chronomètre (COSC).,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1655, Oyster Perpetual Date, Explorer II, Superlative Chronometer Officialy Certified, Stainless-steel, So Called “Freccione”",/en/lots/rolex-ref-1655-explorer-ii-lot-347-158?page=8,EUR,"22,000","40,000","26,000","Very nice, stainless steel, self-winding, wristwatch with dual time, date and 24 hours indication. Stainless steel Oyster case, screwdown back, fixed stainless steel bezel with 24 hours markings to serve as a very visible AM/PM indicator. Acrylic crystal with cyclops lens at 3 o'clock. Guards around the screwed crown. Black dial with outer minute/seconds track with alternating luminescent squares and rectangles. Highly luminous large 24-hour arrow-shaped hand with bright orange finish, named ""Freccione"".","Rolex, Geneva",1655,1982,7431691,39 mm.,111 gr.(approx.),Rolex 1570,"Case, dial and movement",D126057,"stainless steel Rolex Oyster bracelet and folding clasp, approx. length 170 mm",Explorer II,,,Rolex guarantee,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1680, Submariner Red Mark II, Stainless-steel",/en/lots/rolex-ref-1680-submariner-date-lot-347-159?page=8,EUR,"30,000","40,000","35,100","Fine and rare stainless steel self winding diver's wristwatch with black dial, date and center second. With box and papers.","Rolex, Geneva",1680,1969,2215045,40 mm.,"98,40 gr. (approx.)",,"Case, dial and movement",caliber 1570 - n° D455223,"Oyster folded stainless steel ref: 9315, endlinks 280 - length 185 mm.",Submariner Date,,,"with original box, pouch, additional dial, additional bezel, 2 additional links, Warranty official chronometer certification",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 14060, Oyster-Perpetual, Submariner, Stainless steel",/en/lots/rolex-ref-14060-submariner-lot-347-160?page=8,EUR,"6,500","8,500","11,050","Fine and rare diver’s wristwatch, water resistant to 300 m, self-winding, stainless-steel screw down case back and Triplock winding crown protected by crown guard. Unidirectional Bezel with black aluminum insert, 60-minute graduated. Oyster case with sapphire crystal. Matte black with luminous hour markers dial “Two-liners” with white printing. Line ""swiss T<25"" at 6 o'clock.","Rolex, Geneva",14060,2000,N111487,41 mm.,126 gr.(approx.),Rolex 3000,"Case, dial and movement",4512474,"Steel Rolex Oyster bracelet with folding clasp, approx. length 180 mm.",Submariner,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 16570, Oyster Perpetual Date, Explorer II, So Called “Pollar” Superlative Chronometer Officialy Certified, Stainless steel",/en/lots/rolex-ref-16570-explorer-ii-lot-347-161?page=9,EUR,"6,000","8,000","9,750","Fine, two-time zone, center seconds, self-winding, water-resistant, stainless steel wristwatch with date, independently adjustable 12- hour hand. Screwed-down case back and crown, fitted metal bezel graduated in 24 hours, scratch-resistant sapphire crystal with cyclops lens. Crisp white and with white and black surrounded luminous round indexes, baton and triangular indexes, outer minute track, aperture for the date. Luminous black skeleton hands, red arrow hand for the second time zone.","Rolex, Geneva",16570,1995,W499499,40 mm.,"126,7 gr. (approx.)",Rolex 3185,"Case, dial and movement",6872618,"Steel Rolex Oyster bracelet with folding clasp, approx. length 175 mm.",Explorer II,,,"Box, guarantee, folder card, booklet",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1665, Sea-Dweller Comex, Stainless steel",/en/lots/rolex-ref-1665-sea-dweller-comex-lot-347-162?page=9,EUR,"150,000","300,000",,Fine and very rare stainless steel self-winding diver’s wristwatch with black dial and date. With original box and papers.,"Rolex, Geneva",1665,1979,"5746318, Comex n° 2129",40 mm.,,,"Case, dial and movement","D872920, caliber 1570","Oyster stainless steel ref. 93150, endlink 585 - length 170 mm.",Sea-Dweller Comex,,,"with original box, outfitted box, warranty, and booklet",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 6263, Daytona Big Red, Stainless-steel",/en/lots/rolex-ref-6263-daytona-big-red-lot-347-163?page=9,EUR,"50,000","80,000","72,800",Fine and rare stainless steel manual winding chronograph wristwatch with black dial and 3 registers. With box.,"Rolex, Geneva",6263,1974,4027970,40 mm.,,Valjoux 727,"Case, dial and movement",,"Oyster stainless steel ref. 78350, endlink 557 - length 180 mm.",Daytona Big Red,,,box and Rolex service paper from 2013,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 6263, Oyster Cosmograph Daytona, So Called “Big Red”",/en/lots/rolex-ref-6263-cosmograph-daytona-lot-347-164?page=9,EUR,"70,000","150,000","153,400","Very fine and rare, stainless steel, manual-winding wristwatch, with three engine-turned subsidiary dial and black “Big Red” dial. Water-resistant to 50 meters, screwed down case back, large oyster winding crown and two round screw chronograph pushers. Fixed Bezel, black Acrylic Tachymeter scale. Matching oyster bracelet and plexiglass crystal. Silvered Dial with luminous hour markers. Text line “T swiss T” at 6 O’clock.","Rolex, Geneva",6263,1979,6056759,38 mm.,94 gr. (approx.),727,"Case, dial and movement",,"stainless steel Rolex Oyster bracelet with folding clasp, approx. length 170 mm.",Cosmograph Daytona,,,Rolex guarantee,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 6240, Rolex, Cosmograph Daytona, So Called “Paul Newman”, Stainless-steel",/en/lots/rolex-ref-6240-cosmograph-daytona-lot-347-165?page=9,EUR,"200,000","400,000","260,000","Very nice and rare stainless-steel wristwatch, manual winding, center seconds, with three guilloche subsidiary dials, circa 1965.Screwed case back, large oyster-shaped winding crown and two round screw chronograph pushers. Fixed bezel, black acrylic tachymeter scale at 200 hours per unit, Plexiglas glass. Two-tone tropical and silver dial with luminescent on the outer minute/second track in red edging. The silvered sub-dials feature a black art deco style font for the numerals and indexes with a small square at the end. In the center of each dial, markers meet in the middle. The seconds sub-dial is placed at 9 o'clock and displays 15, 30, 45 and 60. Luminous baton hands.","Rolex, Geneva",6240,1965,1659471,37 mm.,62.8 gr. (approx.),722-1,"Case, dial and movement",,,Cosmograph Daytona,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1680/3, Oyster Perpetual Date, Submariner, Superlative Chronometer Officialy Certified, Gold",/en/lots/rolex-ref-1680-3-submariner-lot-347-166?page=9,EUR,"25,000","50,000","36,400","Fine 18K gold automatic wristwatch, Ref. 1680, water-resistant 200m. Screwed back, guards around the screwed crown and dark aluminum insert fitted in the bidirectional timing bezel. Black dial with gold writing, triangular, baton and dot gold hour markers filled with luminescent material, and luminous hour markers, Mercedes style hands. Magnifying cyclops lens at 3 o'clock fixed to the surface of its acrylic crystal.","Rolex, Geneva",1680/3,1970,2497828,40 mm.,"97,64 gr.(approx.)",Rolex 1570,"Case, dial and movement",D677637,"Leather Strap, gold plated Rolex buckle",Submariner,,,Attestation de contrôle officiel Suisse de chronomètre (COSC),,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1680, Oyster Perpetual Date, Submariner, Superlative Chronometer Officialy Certified, Steel",/en/lots/rolex-ref-1680-submariner-lot-347-167?page=9,EUR,"19,000","35,000","37,700","Very fine and rare, stainless steel automatic seconds wristwatch, Ref. 1680, “Red Sub”, water resistant 200m. Black matte dial, Submariner name in red letters, “SWISS – T < 25” at 6 o’clock. Magnifying cyclops lens on the 3 o’clock affixed to the surface of its acrylic crystal. Guards around the screwed crown and black aluminum insert fitted in the timing bi-directional bezel, Fat Font writing. Mercedes-style hands.","Rolex, Geneva",1680,1970,2701158,40 mm.,136.09 gr.(approx.),Rolex 1570,"Case, dial and movement",D803924,"Rolex Oyster bracelet with folding clasp, approx. length 160 mm.",Submariner,,,Attestation de contrôle officiel Suisse de chronomètre (COSC),,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1675, GMT Master, Yellow gold",/en/lots/rolex-ref-1675-gmt-master-lot-347-168?page=9,EUR,"30,000","50,000","41,600","Very fine and rare 18k yellow gold wristwatch with 2 time zone, brown dial and date. With 18k yellow gold jubilé bracelet.","Rolex, Geneva",1675,1968,1934460,40 mm.,"132,39 gr. (approx.)",1570,"Case, dial and movement",D904802,yellow gold Rolex jubilee bracelet with deployant clasp,GMT Master,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 1675/8 With Date, Oyster Perpetual Gmt-Master, Superlative Chronometer Officially Certified, Yellow gold",/en/lots/rolex-ref-1675-8-gmt-master-lot-347-169?page=9,EUR,"30,000","50,000","40,300","Very fine, 18K yellow gold automatic center seconds dual time zone wristwatch with date, 24-hour indication. Burgundy-brown bezel, rounded guards around a screwed crown.Glossy brown dial, triangular, baton and dot gold hour markers filled with luminescent material, magnified aperture for date. Mercedes- style hands.","Rolex, Geneva",1675/8,1976,4141885,40 mm.,132.49 gr.(approx.),Rolex 1570,"Case, dial and movement",D985552,Rolex Jubilee 18K gold bracelet with folding clasp,GMT-Master,,,Attestation de contrôle officiel Suisse de chronomètre (COSC),,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 6265, Oyster, Superlative Chronometer Officialy Certified, Cosmograph Daytona, Sigma Dial, Yellow gold",/en/lots/rolex-ref-6265-cosmograph-daytona-lot-347-170?page=9,EUR,"130,000","250,000","184,600","Beautiful mechanical chronograph wristwatch in yellow gold with three engine- turned subsidiary dials.Water-resistant to 100 meters, screw back, large oyster winding crown and two round screw chronograph pushers. Tachymeter scale on the calibrated 14K gold bezel.Black dial, luminescent dots hours markers on the outer seconds/minutes track, luminescent hands rare ""Sigma"" dial with the line ""σ T SWISS T σ"" at 6 o'clock.","Rolex, Geneva",6265,1977,5126705,37 mm.,"104,19 gr. (approx.)",727,"Case, dial and movement",,"14K Yellow gold Rolex rivet bracelet with folding clasp, approx. length 160 mm.",Cosmograph Daytona,,,Attestation de contrôle officiel Suisse de chronomètre (COSC),,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Audemars Piguet.  Ref. 25554BA, Royal Oak Perpetual Calendar 1st Generation Yellow gold",/en/lots/audemars-piguet-ref-25554ba-royal-oak-perpetual-calendar-lot-347-171?page=9,EUR,"200,000","400,000","260,000","Extremely rare and fine tonneau shaped 18k yellow gold self winding perpetual calendar wristwatch with gold dial. Day, date, month and moon phases. With original box and Extract from the Archives.","Audemars Piguet, Le Brassus (Vallée de Joux)",25554BA,1986,C16522-0114,,"180,32 gr. (approx.)",2120/2800,"Case, dial and movement",274256,18k yellow gold with 18k yellow gold deployant clasp - length 180 mm.,Royal Oak Perpetual Calendar,,39 mm.,Original box and Extract from the Archives,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Patek Philippe.  Ref. 3700/001, Nautilus, So Called “Jumbo”, Sigma Dial, Stainless-steel",/en/lots/patek-philippe-ref-3700-001-nautilus-lot-347-172?page=9,EUR,"120,000","180,000","162,500","Very fine and rare, over-size stainless-steel wristwatch, cushion-shaped, self-winding and waterresistant. Polished and brushed case screwed by four screws on the band, wide flat bezel, sapphire crystal. Black ""Sigma"" dial with horizontal stripes and applied luminous steel baton indexes, outer dot minute divisions, aperture for the date at 3 o’clock. Luminescent steel baton hands.","Patek Philippe, Geneva",3700/001,1976,536479,,"106,9 gr. (approx.)",Patek Philippe 28-255C,"Case, dial and movement",1305455,Stainless-steel Patek Philippe “Nautilus” bracelet with folding clasp approx. length 148 mm.,Nautilus,,40 x 36 mm.,"Original Patek Philippe fitted box Certificate of identity and guarantee of origin, Revision document attested by Patek Philippe, Tag, and screws.",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Patek Philippe.  Ref. 4961, Aquanaut, Stainless-steel and diamonds set",/en/lots/patek-philippe-ref-4961a-011-aquanaut-lot-347-173?page=9,EUR,"15,000","30,000","23,400","Fine, stainless steel quartz wristwatch, cushion-shaped, water-resistant, with date. White ""Tropical"" bracelet and double stainless steel Patek Philippe folding clasp. Polished and brushed case, bezel set with 46 diamonds (0.58 CT), screw-down case back and crown, flat sapphire crystal. Struck white dial with black Arabic numerals and luminescent indexes, aperture for the date. Luminous steel baton hands.","Patek Philippe, Geneva",4961A-011,2004,4268729,,"42,3 gr. (approx.)",E19 C AIG. 0,"Case, dial and movement",3320091,"White “Tropical” Patek Philippe bracelet, double stainless-steel Patek Philippe folding clasp, approx. length 150 mm.",Aquanaut,,29 mm.,"Certificate of origin, Leather Patek Philippe cardholder",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Patek Philippe.  Ref. 5975G-001, 175 Anniversary Multi-Scale Chronograph, White gold",/en/lots/patek-philippe-ref-5975g-001-anniversary-chronograph-lot-347-174?page=9,EUR,"50,000","80,000","78,000","Fine and rare limited edition 18k white gold self winding chronograph wristwatch. Silver dial with tachometer, telemeter and pulsometer scales. With original box and papers.","Patek Philippe, Geneva",5975G-001,2015,4684866,40 mm.,"105,99 gr. (approx.)",28-520,"Case, dial and movement",5846208,black leather with white gold deployant clasp,Anniversary Chronograph,,,"with original box, outfitted box, additional bracelet, key , warranty and booklet",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"F.P.Journe.  Octa Divine Automatic, Platinum",/en/lots/f-p-journe-octa-divine-lot-347-175?page=9,EUR,"70,000","90,000","110,500","A very fine and rare, self-winding, platinum Chronometer wristwatch with 120-hour power reserve, large date, moon phases. Sapphirecrystal case-back screwed by six screws","F.P.Journe, Geneva",,2006,173-D,38 mm.,115 gr. (approx.),"1300-2, 18K pink gold, fausses cotes decoration, 32 jewels, straight-line lever escapement, monometallic 4-arm balance with 4 timing weights adjusted to 5 positions, shock absorber, self-compensating free-sprung flat balance spring, bidirectional 22K gold guilloche rotor","Case, dial and movement",,leather strap with 18K white gold F.P. Journe buckle,Octa Divine,,,"original fitted box, guarantee certificate (blank), polishing cloth and instruction manual.",,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"Rolex.  Ref. 6263, Cosmograph Daytona, “Paul Newman Panda Tropical Track” Dial, Steel",/en/lots/rolex-ref-6263-6262-oyster-cosmograph-lot-347-176?page=9,EUR,"300,000","600,000","351,000","Stunning and remarkable stainless steel tonneau-shaped, water-resistant manual-winding with column-wheels chronograph wristwatch with screwed case-back, winding-crown and winding-pushers, black bezel with tachymeter scale, “exotic” dial so-called “Paul Newman” including tropical track and 3 registers.","Rolex, Geneva",6263 / 6262,1971,2 849 326,37 mm,79 gr (approx.),Valjoux 727,"Case, dial and movement",,"stainless steel oyster folded bracelet Ref. 7835/19 with stainless steel deployant clasp dated 3rd trimester 1971 and signed Rolex, end-links stamped 271, approx. overall length 160 mm.",Oyster Cosmograph,,,,,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"F.P. Journe.  Repetition Minute Souveraine N.005, Steel",/en/lots/f-p-journe-repetition-minute-souveraine-lot-347-177?page=9,EUR,"250,000","500,000","318,500","A very fine, manual wind, stainless steel, minute repeating wristwatch with silver dial, power reserve indicator at 3 o’clock, small second between 7 and 8, visible aperture on the dial at 10.","F.P. Journe, Geneva",,2010,005-RM,,79 gr (approx.),1408,"Case, dial and movement",,Leather with stainless steel FP Journe deployant clasp,Repetition Minute Souveraine,,41 mm.,Service document (not original),,,,,
"Jan 18, 2022 ",Monaco,Important Modern & Vintage Timepieces,/en/auctions/monaco-2022-01-18/lots,"PATEK PHILIPPE. REF. 5713, NAUTILUS JUMBO, WHITE GOLD AND DIAMOND SET",/en/lots/patek-philippe-ref-5713-1g-010-nautilus-jumbo-lot-347-178?page=9,EUR,"250,000","500,000","286,000","Extremely rare and fine 18k white gold cushion shaped self winding wristwatch with 48 diamonds 1,50 cts bezel, blue dial, center second and date. With original certificate.","Patek Philippe, Geneva",5713/1G-010,2000,4566830,40 mm.,,324 SC,"Case, dial and movement.",5665464,Patek Philippe 18k white gold with deployant clasp,Nautilus Jumbo,,Length 180 mm. (approx.),Original Certificate,,,,,
